institution;lat;lon
Middlesex University;51.59029705;-0.229632209454
Monash University;-37.78397455;144.958674326093
Mälardalen University;59.6176801;16.5420687396832
NTNU;63.40868325;10.4689087405511
NTUA;37.9877236808385;23.7316750038289
NWPU;34.2459543116905;108.914049888195
NYU Shanghai;31.2258448068267;121.534289472802
Nanjing University;32.0565957;118.774088328078
Nanyang Technological University;1.3484104;103.682933207285
National Cheng Kung University;22.9963081797453;120.22160927191
National Chiao Tung University;22.9249187992733;120.295185761042
National Institute of Technology Silchar;24.7570226493965;92.7923143555208
National Taiwan University;25.0125874241934;121.54047506717
National Tsing Hua University;24.7957515748525;120.996734270862
National University of Singapore;1.2962018;103.776899437848
Newcastle University;54.98017505;-1.6146802127188
Ontario Tech University;43.94833105;-78.8981667808745
Open University UK;52.024788;-0.710401
Osaka University;34.54561785;135.506207857222
POSTECH;25.260404;55.293652
PUC-RIO;-22.97964355;-43.2331519647554
PUC-RS;-30.05516275;-51.1735084688585
Paderborn University;51.70752095;8.772403972859
Peking University;39.9867978944616;116.305895355776
Politecnico di Milano;45.4784768;9.2295647
Polytechnic University of Catalonia;41.3892674791653;2.1158581153253
Polytechnique Montreal;45.5046735700706;-73.6132367459467
Qatar Computing Research Institute;25.3214944034773;51.4257523401864
Qatar University;25.3719714;51.4879578631829
Queen Mary University of London;51.5247272;-0.0393103466302
Queen's University Belfast;54.5842117;-5.9364324
Queensland University of Technology;-27.4561036;153.013873681507
Queen’s University;44.2254024919231;-76.4947978790672
RMIT University;-37.8057346;144.96532162978
RWTH Aachen;50.7791645;6.0689209712229
Radboud University;51.8225096124685;5.8630998664195
Renmin University of China;39.9695403999122;116.318878871117
Royal Holloway University of London;51.4260676727193;-0.5641729360832
Royal Military College of Canada;44.2337735582221;-76.4675158306352
Ruhr-University Bochum;51.4468461596812;7.2628314260979
Ryerson University;43.6583244;-79.3789251568795
SUFE;31.3064839808054;121.493877065412
SUSTech;22.5944048222257;113.999465710759
SUTD;1.3409892926395;103.964024643201
Saarland University;49.25437635;7.0414813520417
Sabancı University;40.8927159;29.3786332263582
Sapienza University of Rome;41.90386;12.51489
Scuola Superiore Sant'Anna;41.225046;15.386151
Seoul National University;37.45917;126.95194
Shandong University;36.3688722;120.6738368
Shanghai Jiao Tong University;31.0245305308975;121.431986682427
ShanghaiTech University;31.1794305;121.590234455011
Sharif University of Technology;18.016475;-76.743473
Shenzhen University;22.53590225;113.931474874922
Simon Fraser University;49.2767096;-122.917802964388
Simula UiB;60.3808724389788;5.3307461139789
Singapore Management University;1.29616795;103.850043659982
Soochow University;25.0943692610997;121.544373371985
South Asian University;28.48498195;77.2007196042725
Stellenbosch University;-33.93152195;18.8676655920625
Sun Yat-sen University;23.09960335;113.292350873243
TOBB ETÜ;39.91925005;32.7937183136734
TU Berlin;52.51101585;13.3269541409597
TU Braunschweig;52.2737207024012;10.5290061063538
TU Chemnitz;50.8139093;12.930433
TU Clausthal;51.80195535;10.3455052758604
TU Crete;35.5287854869714;24.0686059231571
TU Darmstadt;49.8751687502729;8.6566441345661
TU Delft;52.0019474936783;4.3733512928526
TU Dortmund;51.4941529869868;7.4176284229629
TU Dresden;51.0282765;13.7359827549352
TU Eindhoven;51.4461583846586;5.4850210830395
TU Freiberg;50.9248208;13.3318430359677
TU Ilmenau;50.6825062160368;10.9336824137022
TU Kaiserslautern;49.4248168438849;7.7557380229084
TU Munich;48.1649995;11.59308615
TU Wien;48.2061679;16.3666909
Tampere University;61.4952774;23.7780918
Tata Inst. of Fundamental Research;13.0937277922572;77.5763471130909
Technion;32.7766610122786;35.0239317606227
Tel Aviv University;32.1127779284039;34.804098019401
Texas A&M at Qatar;25.3145481192905;51.4392151806678
The Catholic University of Korea;37.48601;126.80154
The Hong Kong Polytechnic University;22.3044867;114.179693456663
Tilburg University;51.563718125034;5.0434553272196
Tokyo Institute of Technology;35.51474565;139.483998133697
Tongji University;31.28473925;121.496949085887
Trinity College Dublin;53.34366745;-6.2544447245118
Tsinghua University;40.00229045;116.320962969691
UESTC;31.83907195;117.264207478576
UFF;-22.8988366516533;-43.1314106387976
UFMG;-16.6817697253268;-43.840702700263
UFMS;-20.4988070759557;-54.6113523658263
UFPE;-8.9068859871073;-36.4941894850125
UFPR;-25.4270921854668;-49.2616155982695
UFRGS;-30.033833257765;-51.2189624711877
UFRJ;-22.9549545773273;-43.1697769657844
UFU;-18.5911201220986;-46.5170879309181
UNICAMP;-22.8189732996464;-47.0645060253051
UNIST;35.573814;129.190789
UNSW;-33.9175545;151.2291515
USP;-23.56096405;-46.7277080728997
USP-ICMC;-22.0071341564645;-47.8948142848381
USTC;39.5912843761695;116.750680463602
Universidad Nacional de Córdoba;-31.4369591;-64.1876756399762
Universidad Rey Juan Carlos;40.33611785;-3.8771203152794
Universidad de Chile;-33.4445919994789;-70.6512388380205
Universidad de Zaragoza;41.642203251565;-0.9000350199488
Universidad de los Andes;4.694193;-74.033362
Universidade Federal de Viçosa;-20.76763505;-42.8587854545281
Universidade NOVA de Lisboa;38.7328407;-9.1602002
Universidade de Brasília;-15.76387;-47.86926
Universidade de Lisboa;38.724267;-9.145577
University College Dublin;53.3062901082327;-6.2193161740214
University College London;51.5245658547974;-0.1335680328593
University of A Coruña;43.3333127558019;-8.4086777563551
University of Aberdeen;57.164909;-2.10258
University of Adelaide;-34.9189226;138.604236674107
University of Alberta;53.52682;-113.524493735076
University of Amsterdam;52.36813335;4.8898041557339
University of Athens;37.97003795;23.7652366972004
University of Auckland;-36.8660955;174.773733093619
University of Augsburg;48.3316767465169;10.896295126576
University of Bamberg;49.8934964611808;10.8869633442271
University of Bath;51.3780218784284;-2.3266561936703
University of Bayreuth;49.9270796;11.5872266151287
University of Bergen;60.36887575;5.3511115414867
University of Bern;46.95097255;7.4386841308091
University of Birmingham;52.4505421574126;-1.9304598574148
University of Bonn;50.7338124;7.1022465
University of Bremen;53.10796455;8.8556645928284
University of Bristol;51.44962135;-2.578381992713
University of British Columbia;49.2603181026393;-123.245596834766
University of Buenos Aires;-38.9394882;-68.0503365150456
University of Calgary;51.0783651;-114.1283072
University of Cambridge;50.7945542;-1.0970158
University of Canterbury;-43.5240781;172.580307415439
University of Cape Town;-33.95675585;18.467577702003
University of Chinese Academy of Sciences;40.4081654875577;116.682149963735
University of Copenhagen;55.6801502;12.5723270014063
University of Crete;35.3072756;25.0824948532192
University of Duisburg-Essen;51.4276020347838;6.7986621067204
University of Dundee;56.4581201890962;-2.9827221585907
University of Düsseldorf;51.24812155;6.7912485250105
University of Edinburgh;55.9427695968562;-3.1853461303925
University of Erlangen–Nuremberg;49.5976478895543;11.0052970852739
University of Essex;51.8775470485692;0.9464666087502
University of Exeter;50.736854;-3.533407
University of Freiburg;47.9934759685953;7.8460546598532
University of Glasgow;55.872287136836;-4.2904407837474
University of Groningen;53.21967825;6.562514810379
University of Guelph;43.535193;-80.2200997263746
University of Göttingen;51.5421418340888;9.9359644154031
University of Haifa;32.7611498918907;35.0193574654368
University of Halle-Wittenberg;51.4858980478027;11.9692847351679
University of Hamburg;53.5663920428111;9.9846946002866
University of Hannover;52.3827479729056;9.7201602383285
University of Helsinki;60.1710393;24.949155335163
University of Hildesheim;52.1336440989382;9.976093694704
University of Hong Kong;22.283269;114.136744
University of Innsbruck;47.26331595;11.3844733099545
University of Ioannina;39.61565905;20.8395257335407
University of Jordan;40.542293;-112.014197
University of Kassel;51.3227010362768;9.507452722314
University of Kent;51.29501575;1.06730108562
University of Kiel;54.3433043412454;10.1144980530611
University of Klagenfurt;46.61640255;14.2646809173082
University of Koblenz-Landau;49.2042475875272;8.1071746639434
University of Konstanz;47.6900886;9.1882438765003
University of L'Aquila;42.3538791;13.4122495678531
University of Leeds;53.83755925;-1.5873917402175
University of Leipzig;51.3131269;12.3735652330258
University of Liverpool;53.4045841009576;-2.965524307109
University of Luxembourg;49.62319225;6.1127596172391
University of Lübeck;53.8344;10.70392
University of Magdeburg;52.1402589106834;11.6448620309307
University of Mainz;49.9923207142901;8.2406625484
University of Malaya;3.1255683;101.655822547211
University of Malta;35.9025978856597;14.4843566318761
University of Manchester;53.4657087;-2.2327343199076
University of Manitoba;49.815622;-97.118363
University of Mannheim;49.4837314896721;8.4620294504569
University of Marburg;50.8091337057438;8.8108273137057
University of Melbourne;-37.7970796;144.961301344143
University of Molise;41.55380325;14.6648595846998
University of Montreal;45.5024742653395;-73.61807955751
University of Murcia;38.00615485;-1.1731258591277
University of Münster;51.9631512818292;7.6131689677118
University of New Brunswick;45.94553025;-66.6401831348669
University of Newcastle;-32.893096099884;151.70411312518
University of Nicosia;35.1660481;33.3149405528006
University of Nottingham;52.9387428;-1.2002956927457
University of Oldenburg;53.1467332798413;8.1824588106326
University of Osnabrück;52.2822423285881;8.024796323707
University of Otago;-45.8649793;170.514614873508
University of Ottawa;45.42252705;-75.6833904161118
University of Oxford;51.754643701573;-1.2541307672319
University of Passau;48.5675912002338;13.4528685514326
University of Piraeus;37.94173275;23.6530326182197
University of Pisa;43.7175842147878;10.3975074649279
University of Potsdam;52.4012932186896;13.0117166793696
University of Queensland;-27.49741805;153.013169559836
University of Regina;50.4152275;-104.588999962398
University of Rostock;54.0755447800428;12.1036760598194
University of Salerno;40.7708634925492;14.7910910073615
University of Salzburg;47.7976422786572;13.0483345326651
University of Sannio;41.1314497123166;14.7777915999781
University of Saskatchewan;52.13441935;-106.6277768327
University of Sheffield;53.3815327;-1.4806602
University of Siegen;50.9105223253221;8.0270533351527
University of Southampton;50.93703355;-1.4050090771323
University of St Andrews;56.3398198;-2.811793705315
University of Strathclyde;55.8621053596115;-4.2422506266362
University of Stuttgart;48.781275004332;9.1723330118052
University of Surrey;51.24307815;-0.5900544877515
University of Sussex;50.86796665;-0.0877889936313
University of Sydney;-33.88888125;151.189414257051
University of Szeged;46.25004545;20.1465033514681
University of Tartu;58.3808929785833;26.719651313121
University of Technology Sydney;-33.8828784;151.200681195462
University of Tokyo;35.71339;139.76232
University of Toronto;43.663462;-79.3977596624806
University of Trento;46.06682;11.12326
University of Trier;49.7680581;6.6286901220607
University of Tsukuba;36.1070526;140.10066020404
University of Twente;52.23881;6.85035
University of Tübingen;48.5294710741501;9.0430873528394
University of Ulm;48.4233612406172;9.9550954811129
University of Victoria;48.468468;-123.316619
University of Vienna;48.2131284;16.3606859941145
University of Waikato;-37.7858739;175.316766472976
University of Warsaw;52.2402106;21.0188511155505
University of Warwick;52.3813073;-1.5639569481637
University of Waterloo;43.4701994;-80.5452429377945
University of Western Australia;-31.95040445;115.797901573576
University of Windsor;42.30520135;-83.0664914402797
University of Wroclaw;51.11399;17.03393
University of Wuppertal;51.2447912118784;7.150070668981
University of Würzburg;49.7879456863211;9.9355841935415
University of York;53.946058364681;-1.0510529695789
University of Zurich;47.41433909989861;8.549815903820177
Università della Svizzera italiana;46.0109126;8.9581204718256
Université Jean Monnet;45.748455;4.84387
Université Laval;45.55889325;-73.7207895122344
Université Paris Dauphine;48.87015115;2.2735218497104
Université de Sherbrooke;45.37796365;-71.9274641760578
Université libre de Bruxelles;50.81347185;4.3812357292031
Uppsala University;59.85519;17.63149
Utrecht University;52.09021;5.12233
VISTEC;13.0016529;101.441304
VU Amsterdam;52.3337502237109;4.8664709168829
Victoria University of Wellington;-36.8482415;174.767755969887
Waseda University;35.7086885901049;139.719666981251
Weizmann Institute of Science;31.9078499;34.8133409244421
Western University;43.0088973;-81.2621821
Westlake University;30.1360628;120.076566733948
Wuhan University;30.5360577224699;114.364214609577
Xi'an Jiaotong University;34.2474949;108.978972403026
Xidian University;34.122235589824;108.839229368426
Yonsei University;37.565;126.93833
York University;43.7734302377529;-79.5024477589219
Yıldız Technical University;2.202113;102.247069
Zhejiang University;30.3086751192926;120.086370751902
Özyeğin University;41.0293067437117;29.2592661557988
University of Kentucky;38.0310482709917;-84.5072956409078
CUNY;40.8155712187648;-73.9503800650906
Boston University;42.3501894;-71.1007011849742
University of Washington;47.6543466;-122.30806059473
George Mason University;38.83133325;-77.3079883887912
Colorado State University;40.5731621493555;-105.086774007425
Iowa State University;42.0264102167566;-93.6465267036978
University of Illinois at Chicago;41.870956022222;-87.6684381037012
Duke University;36.0001557;-78.9442297219588
Florida International University;25.7553898;-80.3762832779774
Oklahoma State University;34.0083179;-96.3756103445447
UCCS;38.8962428270091;-104.805273639991
University of Maryland - College Park;38.9869059414714;-76.9425545861769
Northeastern University;42.3390301;-71.0879129495318
Rutgers University;40.4855746;-74.4319015
Washington University in St. Louis;38.64724015;-90.3084017323959
University of Colorado Boulder;40.00759835;-105.269100780178
University of Notre Dame;41.70456775;-86.2382202601727
University of Chicago;41.79139685;-87.6008438719354
University of Pennsylvania;39.9493382;-75.1896440299813
Yale University;41.25713055;-72.9896696015223
Univ. of California - San Diego;32.8796278915765;-117.23429245175
Stanford University;37.43131385;-122.169365354983
University of Rochester;43.1303416718917;-77.6261213190145
University of Iowa;41.63110235;-91.5407520164205
Princeton University;40.33867515;-74.6583654913168
Carnegie Mellon University;40.4441897;-79.9427191839347
Pennsylvania State University;40.797993987716;-77.8603804706343
University of Connecticut;41.82175755;-72.2427753550532
New Mexico Tech;34.0659218789453;-106.904827797025
University of Florida;29.6328784;-82.3490132934012
Michigan State University;42.7013591354521;-84.4828049031234
George Washington University;38.8996783269514;-77.0479398489504
Texas Tech University;33.59375255;-101.899595523028
University of New Orleans;30.03043785;-90.049329358426
University of New Mexico;35.08663275;-106.620209405052
Texas A&M University;30.6184220578394;-96.3370663168497
Cornell University;42.4505507;-76.4783512955428
University of Central Florida;28.592364;-81.208607
Florida Atlantic University;26.3754297356371;-80.1006770640548
University of Minnesota;44.9863392;-93.179455802185
Vanderbilt University;36.14380105;-86.8028188909529
Johns Hopkins University;39.33020225;-76.6218535785834
Univ. of California - Santa Cruz;36.98204192868;-122.05961940329
Northern Arizona University;35.1834428;-111.655000378832
Wichita State University;37.718847144063;-97.2900493902945
Georgia Institute of Technology;33.776033;-84.3988408600158
Univ. of Maryland - Baltimore County;39.249303201415;-76.7114470442387
Univ. of Illinois at Urbana-Champaign;40.10056605;-88.2313127243461
Massachusetts Institute of Technology;42.3582529;-71.0966272383055
Arizona State University;33.4241234728117;-111.92803124435
Washington State University;46.7337724;-117.149760692864
University of Pittsburgh;40.44415295;-79.9624609514451
University of Massachusetts Amherst;42.38898;-72.5287
University of Texas at Austin;30.2845677836681;-97.7330558989517
DePaul University;41.92401995;-87.6547273147665
California Institute of Technology;34.13701375;-118.125288248796
University of Delaware;39.6810328;-75.7540184
University of Louisville;38.21332235;-85.7577075108187
Univ. of California - Irvine;33.6440883;-117.8555373
University of Utah;40.7628137;-111.836871913683
Univ. of California - Berkeley;37.8753497;-122.239633649188
Univ. of California - Los Angeles;34.0685121598217;-118.444644660239
Univ. of California - Davis;38.53379035;-121.790798921465
Binghamton University;42.08779975;-75.9706606561486
University of Wisconsin - Milwaukee;43.0781375937688;-87.8814643465627
Virginia Tech;37.22192675;-80.4272818401365
Stevens Institute of Technology;40.7448096;-74.0252392276461
University of South Florida;35.20447165;-85.9189530714194
Rochester Institute of Technology;43.08248835;-77.6729110237864
College of William and Mary;37.26908455;-76.7227368891729
West Virginia University;39.63595;-79.95545
Northwestern University;42.0551164;-87.6758111348217
Augusta University;33.4693345;-81.988562
Univ. of California - Riverside;33.96370575;-117.339780651706
Purdue University;40.43002715;-86.9264766875919
Univ. of California - Merced;37.3651866;-120.422730407179
University at Buffalo;40.6989871;-99.1104449825312
The University of Alabama;33.21208215;-87.5396740151865
UNC - Charlotte;35.3107104;-80.745231
University of Virginia;38.0410576;-78.5054996018357
University of Southern California;34.0218833;-118.28586662125
Western Michigan University;42.28333755;-85.6095067308074
University of Nevada Las Vegas;39.54158;-119.81491
Rice University;29.71679145;-95.4047811339379
University of Michigan;42.2942142;-83.710038935096
University of Vermont;44.4737365;-73.1941467970588
Air Force Institute of Technology;39.7819802;-84.0826014494441
Oregon State University;44.56305595;-123.283923633958
Florida State University;29.6328784;-82.3490132934012
University of Alabama - Birmingham;33.4979494060111;-86.8054833425009
University of Houston;29.7207902;-95.3440627149137
Virginia Commonwealth University;37.54612465;-77.4540608990755
University of Wisconsin - Madison;43.0763647118449;-89.412476772991
Dartmouth College;43.7043552627246;-72.2881999753837
North Carolina State University;35.7848634591786;-78.6817083639037
Indiana University;39.1678705680251;-86.5230073019112
University of Kansas;38.9534918;-95.2630887995582
Emory University;33.79586765;-84.3277896062768
Georgia State University;33.75476135;-84.3881921847569
Georgetown University;38.90893925;-77.0745796206083
Clemson University;34.6731599224758;-82.8362291044056
OHSU;45.4988788536176;-122.685856736148
Wayne State University;42.35720515;-83.070949786914
Towson University;39.38966285;-76.6158924868259
University of Arkansas;36.09352375;-94.1770897949174
University of North Carolina;35.90503535;-79.0477532652511
Columbia University;40.80775585;-73.9616494698765
NJIT;40.7425900405581;-74.1793332307135
University of Cincinnati;39.1318613;-84.5157619558244
Michigan Technological University;47.1099114;-88.5511513291051
University of Texas at San Antonio;29.582022;-98.620112
Drexel University;39.9574;-75.190266563357
University of Nevada;36.1073399565009;-115.143353540605
New York University;40.72925325;-73.9962539360963
University of Oregon;44.0445294162958;-123.072691332487
Stony Brook University;40.9090809;-73.1205518027572
University of Texas at Arlington;30.285319;-97.734219
University of Arizona;32.2356427;-110.951744125426
Tufts University;42.40649125;-71.1180072540209
Auburn University;32.5919877;-85.4959487362446
University of Tennessee;35.9542493;-83.9307395
Utah State University;40.27941055;-111.71788683218
Univ. of California - Santa Barbara;34.41460245;-119.845810047014
Portland State University;45.51181205;-122.684929993829
University of Southern Mississippi;31.3286452;-89.3367311705755
University of Louisiana - Lafayette;30.21928995;-92.041383039763
University at Albany - SUNY;42.6851376924769;-73.8242753177362
Boise State University;43.6026273657216;-116.20004356318
University of South Carolina;33.9928298;-81.0268516571211
University of Wyoming;41.3144774;-105.564322859574
Brown University;41.8186395;-71.4088008882249
University of Oklahoma;35.1959878;-97.4457082759986
Case Western Reserve University;41.505188;-81.604614
Rensselaer Polytechnic Institute;42.72992195;-73.6795398245883
Cleveland State University;41.50214445;-81.6751670486689
Louisiana State University;30.4129525483215;-91.1797555388565
University of Texas at Dallas;32.9875855;-96.7497692780293
Syracuse University;43.01711285;-76.1185536000973
IUPUI;39.7748030260431;-86.177129598203
Claremont Graduate University;34.1103852;-117.717588368153
Ohio State University;40.006009;-83.01132
Old Dominion University;36.8862699;-76.3097247883973
Temple University;39.981188;-75.1562828075735
Mississippi State University;33.4551365372072;-88.7944341288248
Kent State University;41.1495763532396;-81.343605580425
University of Massachusetts Lowell;42.6550456363581;-71.324555469305
University of Texas - El Paso;31.7731477156693;-106.504736895301
Texas State University;29.8884765;-97.9447988584929
University of Denver;39.67831365;-104.962509218154
Brandeis University;42.36650945;-71.2580196483813
Oakland University;42.66663325;-83.2065575175658
University of Michigan-Dearborn;42.3172294;-83.2319393553883
Lehigh University;40.6068028;-75.3782488
University of Missouri - Kansas City;39.03924035;-94.5724865961871
Indiana State University;39.4711881358734;-87.4084683209421
Missouri S&T;37.9536824003106;-91.7756002798474
Harvard University;42.36790855;-71.126782374437
Naval Postgraduate School;36.596924629289;-121.876536696186
University of Nebraska;40.8206834;-96.7004831752174
University of North Texas;33.2098926;-97.1514762497725
Tulane University;29.94121955;-90.1201008917919
Kansas State University;39.1972358152522;-96.5846498000628
Ohio University;39.32300405;-82.1026768153317
TTI Chicago;41.7846581791225;-87.5925204288429
University of Idaho;46.72379775;-117.020438984365
University of Nebraska - Omaha;41.25779325;-96.0104763
University of Hawaii at Manoa;21.2982795;-157.818693560886
Louisiana Tech University;32.5299672265506;-92.651970638822
Worcester Polytechnic Institute;42.274315;-71.8084567455259
Brigham Young University;40.25501105;-111.649532571457
University of Massachusetts Boston;42.38898;-72.5287
New Mexico State University;32.27927053954;-106.748849423484
Colorado School of Mines;39.75269125;-105.222872055763
Baylor University;31.55043405;-97.1102905567766
Illinois Institute of Technology;41.8352554;-87.6264362207304
Montana State University;45.6671799349264;-111.054481626905
University of Colorado - Denver;40.00759835;-105.269100780178
University of Tulsa;36.1523306;-95.9459602387798
Missouri University of Technology;37.952962;-91.778002
University of Miami;25.7173173548;-80.2776970487219
University of Mississippi;34.3646125;-89.5396349102097
Nova Southeastern University;26.0782252572615;-80.2458147904871
University of Georgia;33.9404278;-83.373049049883
University of Missouri;38.6352837;-90.2316773318154
University of Arkansas - Little Rock;34.775925;-92.342097
LIU Post;28.6631238;-81.2349235
UNC - Greensboro;36.0655597257762;-79.8129809243854
University of New Hampshire;43.13826535;-70.9323817233416
Southern Methodist University;32.84180115;-96.7815281014706
University of Alabama - Huntsville;33.19345;-87.52251
Florida Institute of Technology;28.0642296;-80.6230097241205
North Dakota State University;46.897155;-96.8182654322129
University of Memphis;35.1189387;-89.9372195996589
Boston College;42.3354481;-71.1681386402306
University of Maine;44.8991352;-68.6663746152756
 Wichita State University;37.718847144063;-97.2900815768007
Simmons University;42.34143655;-71.1054491248606
