,country,institution,name,lat,lon,fuzz-ratio,status
330,Australia,University of Melbourne,Swinburne University of Technology (Hawthorn Campus),-37.820558500000004,145.03857627268115,51.0,WATCH
331,Italy,University of Molise,University of Illinois at Chicago,41.870832,-87.64993,64.0,WATCH
332,Canada,University of Montreal,Avenue des Pins et rue University,45.5082062,-73.5801177,36.0,WATCH
333,Spain,University of Murcia,University of Cantabria,43.47363,-3.79904,79.0,WATCH
334,Germany,University of Münster,,,,,WRONG
335,Canada,University of New Brunswick,St. Thomas University,45.94450195,-66.64581252229553,42.0,WATCH
336,Australia,University of Newcastle,"University of Newcastle, Callaghan",-32.890687650000004,151.7022241596607,81.0,OK
337,Cyprus,University of Nicosia,University of Nicosia School of Law / Global Semesters,35.165193599999995,33.31830540137699,56.0,WATCH
338,United Kingdom,University of Nottingham,Nottingham University Academy of Science and Technology,52.940633950000006,-1.1805697955185583,41.0,WATCH
339,Germany,University of Oldenburg,Carl von Ossietzky University of Oldenburg,53.146872200000004,8.181507870668597,71.0,WATCH
340,Germany,University of Osnabrück,Library of the University of Osnabrueck,52.2733042,8.0455442,71.0,WATCH
341,New Zealand,University of Otago,University of Otago,-45.8649793,170.51461487350844,100.0,OK
342,Canada,University of Ottawa,University of Ottawa,45.42252705,-75.68339041611182,100.0,OK
343,United Kingdom,University of Oxford,Oxford University Museum of Natural History,51.75870755,-1.2556684826092037,51.0,WATCH
344,Germany,University of Passau,,,,,WRONG
345,Greece,University of Piraeus,University of Piraeus,37.94173275,23.653032618219704,100.0,OK
346,Italy,University of Pisa,University of Illinois at Chicago,41.870832,-87.64993,67.0,WATCH
347,Germany,University of Potsdam,XU Exponential University of Applied Sciences,52.3888479,13.1197939,45.0,WATCH
348,Australia,University of Queensland,The University of Queensland,-27.49741805,153.01316955983583,92.0,OK
349,Canada,University of Regina,University of Regina - College Avenue Campus,50.4390221,-104.60962532920755,62.0,WATCH
350,Germany,University of Rostock,,,,,WRONG
351,Italy,University of Salerno,University of Illinois at Chicago,41.870832,-87.64993,63.0,WATCH
352,Austria,University of Salzburg,Universität Salzburg - Unipark,47.7947829,13.054159709492996,69.0,WATCH
353,Italy,University of Sannio,University of Illinois at Chicago,41.870832,-87.64993,64.0,WATCH
354,Canada,University of Saskatchewan,University of Saskatchewan,52.13441935,-106.6277768327002,100.0,OK
355,United Kingdom,University of Sheffield,University of Sheffield Health Centre,53.3804472,-1.4826960199174741,77.0,WATCH
356,Germany,University of Siegen,,,,,WRONG
357,United Kingdom,University of Southampton,University of Southampton Students' Union (SUSU),50.93418045,-1.3974843578245824,68.0,WATCH
358,United Kingdom,University of St Andrews,Museum of the University of St Andrews (MUSA),56.3429876,-2.7939691452666806,70.0,WATCH
359,United Kingdom,University of Strathclyde,University of Strathclyde,55.8618812,-4.241956565778082,100.0,OK
360,Germany,University of Stuttgart,Materials Testing Institute University of Stuttgart,48.74818885,9.112052503438587,62.0,WATCH
361,United Kingdom,University of Surrey,University of Surrey,51.24307815,-0.5900544877514773,100.0,OK
362,United Kingdom,University of Sussex,University of Sussex,50.86796665,-0.08778899363132905,100.0,OK
363,Australia,University of Sydney,The University of Sydney,-33.88888125,151.18941425705117,91.0,OK
364,Hungary,University of Szeged,University of Szeged Faculty of Health Sciences and Social Studies,46.25035135,20.165592806471317,47.0,WATCH
365,Estonia,University of Tartu,University of Tartu,58.38088965,26.719647526956543,100.0,OK
366,Australia,University of Technology Sydney,"University of Technology Sydney, Broadway",-33.884131,151.201285,86.0,OK
367,Japan,University of Tokyo,The University of Tokyo Kashiwa Campus,35.9019845,139.9362233261796,67.0,WATCH
368,Canada,University of Toronto,University of Toronto,43.663461999999996,-79.39775966248058,100.0,OK
369,Italy,University of Trento,University of Trento,46.06682,11.12326,100.0,OK
370,Germany,University of Trier,Trier University of Applied Sciences,49.768058100000005,6.628690122060743,58.0,WATCH
371,Japan,University of Tsukuba,"Tsukuba University of Technology, Amakubo Campus",36.10451205,140.11110020600063,55.0,WATCH
372,Netherlands,University of Twente,University of Twente,52.23881,6.85035,100.0,OK
373,Germany,University of Tübingen,Climate Garden of University Tuebingen,48.53405945,9.071244429234808,60.0,WATCH
374,Germany,University of Ulm,Hochschule Neu-Ulm,48.38044334999999,10.010101151636224,29.0,WATCH
375,Canada,University of Victoria,University of Victoria,48.46205995,-123.31141980604804,100.0,OK
376,Austria,University of Vienna,Modul University Vienna,48.274765,16.335978,79.0,WATCH
377,New Zealand,University of Waikato,University of Waikato,-37.7858739,175.31676647297562,100.0,OK
378,Poland,University of Warsaw,"Faculty of Mathematics, Computer Science and Mechanics of University of Warsaw",52.211831450000005,20.98195969012704,41.0,WATCH
379,United Kingdom,University of Warwick,Warwick University Wellesbourne Campus School of Life Sciences,52.2105761,-1.6030306422557825,39.0,WATCH
380,Canada,University of Waterloo,University of Waterloo,43.469174,-80.539845,100.0,OK
381,Australia,University of Western Australia,University of Western Australia,-31.95040445,115.79790157357621,100.0,OK
382,Canada,University of Windsor,University of Windsor,42.305201350000004,-83.06649144027972,100.0,OK
383,Poland,University of Wroclaw,Wrocław University of Science and Technology,51.108639100000005,17.059425783738916,49.0,WATCH
384,Germany,University of Wuppertal,,,,,WRONG
385,Germany,University of Würzburg,,,,,WRONG
386,United Kingdom,University of York,,,,,WRONG
387,Switzerland,University of Zurich,Zurich University of Applied Sciences,47.49684345,8.72980716809498,56.0,WATCH
388,Switzerland,Università della Svizzera italiana,,,,,WRONG
389,France,Université Jean Monnet,École Nationale d'Ingénieurs de Saint-Étienne,45.430173249999996,4.421097805931504,33.0,WATCH
390,Canada,Université Laval,University of Toronto,43.663461999999996,-79.39775966248058,54.0,WATCH
391,France,Université Paris Dauphine,Université Paris-Dauphine,48.87015115,2.2735218497104226,96.0,OK
392,Canada,Université de Sherbrooke,Université de Sherbrooke,45.37796365,-71.92746417605778,100.0,OK
393,Belgium,Université libre de Bruxelles,Université libre de Bruxelles (Érasme),50.813292000000004,4.26560569606378,87.0,OK
394,Sweden,Uppsala University,Housing office Uppsala University,59.861786,17.637671,71.0,WATCH
395,Netherlands,Utrecht University,University College Utrecht 'Babel',52.08340265,5.148323760815424,38.0,WATCH
396,Thailand,VISTEC,CMKL University,13.727888,100.77833,10.0,WATCH
397,Netherlands,VU Amsterdam,Amsterdam UMC - locatie VUMC,52.334632,4.8599107386474145,45.0,WATCH
398,New Zealand,Victoria University of Wellington,Waipapa Taumata Rau / University of Auckland,-36.8660955,174.77373309361866,52.0,WATCH
399,Japan,Waseda University,Waseda University,35.70863,139.71958,100.0,OK
400,Israel,Weizmann Institute of Science,Weizmann Institute of Science,31.907849900000002,34.81334092444211,100.0,OK
401,Canada,Western University,Western University,43.0088973,-81.2621821,100.0,OK
402,China,Westlake University,University Hospitals Westlake Health Center,41.473603,-81.884441,32.0,WATCH
403,China,Wuhan University,"WHUT Wuhan University of Technology, East Campus, Teaching Building 4",30.5223609,114.3496565,38.0,WATCH
404,China,Xi'an Jiaotong University,Xian Jiaotong University,34.2474949,108.97897240302595,98.0,OK
405,China,Xidian University,Xidian University (New Campus),34.1251589,108.82896528504287,72.0,WATCH
406,"Korea, Republic of",Yonsei University,Uni Credit,43.934711,18.794579,44.0,WATCH
407,Canada,York University,Canada Life,43.6516611,-79.38757373108771,23.0,WATCH
408,Turkey,Yıldız Technical University,Middle East Technical University,39.88997,32.78034,75.0,WATCH
409,China,Zhejiang University,,,,,WRONG
410,Turkey,Özyeğin University,Medipol University,41.022789,28.953811,72.0,WATCH
411,United States,University of Kentucky,University of Kentucky Robinson Forest,37.460843600000004,-83.15692597706322,73.0,WATCH
412,United States,CUNY,CUNY Graduate School and University Center,40.748465,-73.98346,17.0,WATCH
413,United States,Boston University,Boston University Academy,42.3510171,-71.10981338167903,81.0,OK
414,United States,University of Washington,University of Washington,47.6543466,-122.30806059473039,100.0,OK
415,United States,George Mason University,George Mason University,38.83133325,-77.30798838879116,100.0,OK
416,United States,Colorado State University,University of Colorado Hospital,39.742544,-104.841661,36.0,WATCH
417,United States,Iowa State University,Iowa State University Arboretum,42.01887,-93.6555,81.0,OK
418,United States,University of Illinois at Chicago,,,,,WRONG
419,United States,Duke University,Duke University Rd at Anderson St (WB),35.998434,-78.9297867,57.0,WATCH
420,United States,Florida International University,Florida International University,25.75622,-80.375936,100.0,OK
421,United States,Oklahoma State University,Southeastern Oklahoma State University,34.0083179,-96.3756103445447,79.0,WATCH
422,United States,UCCS,UCCS- University of Colorado Colorado Springs,38.8995699,-104.81269688523838,16.0,WATCH
423,United States,University of Maryland - College Park,,,,,WRONG
424,United States,Northeastern University,Northeastern University,42.339518,-71.087612,100.0,OK
425,United States,Rutgers University,Rutgers University,40.49955,-74.44432,100.0,OK
426,United States,Washington University in St. Louis,Washington University in St. Louis,38.6513336,-90.3138327,100.0,OK
427,United States,University of Colorado Boulder,,,,,WRONG
428,United States,University of Notre Dame,University of Notre Dame du Lac,41.704567749999995,-86.23822026017265,87.0,OK
429,United States,University of Chicago,The University of Chicago,41.79139685,-87.60084387193544,91.0,OK
430,United States,University of Pennsylvania,Penn Museum,39.9492859,-75.1920296809082,27.0,WATCH
431,United States,Yale University,University Historic District,42.780790100000004,-96.9244621378329,47.0,WATCH
432,United States,Univ. of California - San Diego,"University of California, San Diego",32.87708,-117.239466,85.0,OK
433,United States,Stanford University,University Lake,30.414768950000003,-91.16568606721754,59.0,WATCH
434,United States,University of Rochester,University of Rochester River Campus,43.129836600000004,-77.62882526025285,78.0,WATCH
435,United States,University of Iowa,The University of Iowa,41.665524,-91.579521,90.0,OK
436,United States,Princeton University,,,,,WRONG
437,United States,Carnegie Mellon University,Carnegie Mellon University,40.44384,-79.942604,100.0,OK
438,United States,Pennsylvania State University,,,,,WRONG
439,United States,University of Connecticut,University of Connecticut,41.819012,-72.235763,100.0,OK
440,United States,New Mexico Tech,,,,,WRONG
441,United States,University of Florida,University of Florida,29.6328784,-82.34901329340119,100.0,OK
442,United States,Michigan State University,University of Michigan Stadium,42.26559,-83.74883,47.0,WATCH
443,United States,George Washington University,George Washington University Heliport,38.90101975,-77.05105942161197,86.0,OK
444,United States,Texas Tech University,Texas Tech University,33.588323,-101.886021,100.0,OK
445,United States,University of New Orleans,Graduate School and University Center City University of New York,40.74861,-73.98444,42.0,WATCH
446,United States,University of New Mexico,University of New Mexico,35.0664607,-106.63321117474189,100.0,OK
447,United States,Texas A&M University,University,31.773074,-106.5011185,67.0,WATCH
448,United States,Cornell University,University East Parking,41.50819415,-81.60492539717995,49.0,WATCH
449,United States,University of Central Florida,University of Central Florida College of Medicine,28.367352,-81.280305,74.0,WATCH
450,United States,Florida Atlantic University,FlixBus Florida Atlantic University,26.367448,-80.114031,87.0,OK
451,United States,University of Minnesota,University of Minnesota,44.97593,-93.23475,100.0,OK
452,United States,Vanderbilt University,Vanderbilt University,36.144155,-86.803067,100.0,OK
453,United States,Johns Hopkins University,Johns Hopkins University,39.102766,-77.198409,100.0,OK
454,United States,Univ. of California - Santa Cruz,"Office of Advancement, University of California, Irvine",33.6443717,-117.8555601,46.0,WATCH
455,United States,Northern Arizona University,Northern Arizona University Police Department,35.17688,-111.65536,75.0,WATCH
456,United States,Wichita State University,Wichita State University - Wallace Hall,37.718,-97.292,76.0,WATCH
457,United States,Georgia Institute of Technology,Georgia Institute of Technology,33.77233,-84.39456,100.0,OK
458,United States,Univ. of Maryland - Baltimore County,University of Denver,39.678322,-104.961816,32.0,WATCH
459,United States,Univ. of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,40.100391,-88.219139,91.0,OK
460,United States,Massachusetts Institute of Technology,Massachusetts Institute of Technology,42.357758,-71.097335,100.0,OK
461,United States,Arizona State University,University of Arizona Police,32.234641,-110.944495,38.0,WATCH
462,United States,Washington State University,Washington State University,46.732665,-117.123757,100.0,OK
463,United States,University of Pittsburgh,Indiana University-Purdue University of Indinapolis,39.775355,-86.17707,43.0,WATCH
464,United States,University of Massachusetts Amherst,University of Massachusetts Police Department,42.397926,-72.514988,78.0,WATCH
465,United States,University of Texas at Austin,,,,,WRONG
466,United States,DePaul University,DePaul University Bookstore,41.926039,-87.6533,77.0,WATCH
467,United States,California Institute of Technology,,,,,WRONG
468,United States,University of Delaware,University of Delaware,39.681033,-75.754018,100.0,OK
469,United States,University of Louisville,University of Louisville,38.212215,-85.762043,100.0,OK
470,United States,Univ. of California - Irvine,"Office of Advancement, University of California, Irvine",33.6443717,-117.8555601,60.0,WATCH
471,United States,University of Utah,University of Utah,40.762956,-111.835698,100.0,OK
472,United States,Univ. of California - Berkeley,,,,,WRONG
473,United States,Univ. of California - Los Angeles,,,,,WRONG
474,United States,Univ. of California - Davis,University of California - Davis,38.54359,-121.76247,88.0,OK
475,United States,Binghamton University,,,,,WRONG
476,United States,University of Wisconsin - Milwaukee,,,,,WRONG
477,United States,Virginia Tech,,,,,WRONG
478,United States,Stevens Institute of Technology,,,,,WRONG
479,United States,University of South Florida,University of South Florida - University Library,28.06141,-82.41232,72.0,WATCH
480,United States,Rochester Institute of Technology,Rochester Institute of Technology,43.084837,-77.67347,100.0,OK
481,United States,College of William and Mary,College of William and Mary,37.270996,-76.738526,100.0,OK
482,United States,West Virginia University,St. John's University Parish,39.63329605,-79.95576305,46.0,WATCH
483,United States,Northwestern University,Northwestern University,42.059611,-87.678695,100.0,OK
484,United States,Augusta University,University of Maine at Augusta,44.33781775,-69.79823815546462,42.0,WATCH
485,United States,Univ. of California - Riverside,,,,,WRONG
486,United States,Purdue University,,,,,WRONG
487,United States,Univ. of California - Merced,,,,,WRONG
488,United States,University at Buffalo,University of Nebraska at Kearney,40.6989871,-99.11044498253119,56.0,WATCH
489,United States,The University of Alabama,The University of Alabama,33.2109718,-87.5525616,100.0,OK
490,United States,UNC - Charlotte,,,,,WRONG
491,United States,University of Virginia,,,,,WRONG
492,United States,University of Southern California,University of Southern California,34.0218833,-118.28586662125,100.0,OK
493,United States,Western Michigan University,Western Michigan University,42.959429,-85.669831,100.0,OK
494,United States,University of Nevada Las Vegas,"University of Nevada, Las Vegas",36.109049,-115.145513,98.0,OK
495,United States,Rice University,Rice University Police Department,29.71382795,-95.40702626806583,62.0,WATCH
496,United States,University of Michigan,University of Michigan Museum of Natural History,42.2788567,-83.7342551,63.0,WATCH
497,United States,University of Vermont,University of Vermont,44.476636,-73.196871,100.0,OK
498,United States,Air Force Institute of Technology,,,,,WRONG
499,United States,Oregon State University,University of Oregon Sign,44.046393,-123.07035,42.0,WATCH
500,United States,Florida State University,University of Florida ROTC,29.648574,-82.35112,40.0,WATCH
501,United States,University of Alabama - Birmingham,,,,,WRONG
502,United States,University of Houston,University of Houston,29.722198,-95.347317,100.0,OK
503,United States,Virginia Commonwealth University,Virginia Commonwealth University,37.546158,-77.452705,100.0,OK
504,United States,University of Wisconsin - Madison,,,,,WRONG
505,United States,Dartmouth College,,,,,WRONG
506,United States,North Carolina State University,North Carolina State University (Centennial Campus),35.771475,-78.674194,76.0,WATCH
507,United States,Indiana University,Indiana University-Purdue University of Indinapolis,39.774777349999994,-86.1769635756136,52.0,WATCH
508,United States,University of Kansas,University of Kansas,38.954469,-95.2549,100.0,OK
509,United States,Emory University,Emory University,33.794053,-84.327305,100.0,OK
510,United States,Georgia State University,Middle Georgia State University,32.809253,-83.73585,87.0,OK
511,United States,Georgetown University,University Park,30.630343250000003,-97.65113963650353,56.0,WATCH
512,United States,Clemson University,,,,,WRONG
513,United States,OHSU,Oregon Health & Science University Hospital,45.499225,-122.685917,17.0,WATCH
514,United States,Wayne State University,Wayne State University,42.356254,-83.067316,100.0,OK
515,United States,Towson University,University Union,39.39362255,-76.61116199657025,61.0,WATCH
516,United States,University of Arkansas,University of Arkansas,36.094201,-94.176541,100.0,OK
517,United States,University of North Carolina,University of North Carolina - Greensboro,36.070675,-79.812927,81.0,OK
518,United States,Columbia University,George Washington University Hospital,38.9014106,-77.05060019254144,46.0,WATCH
519,United States,NJIT,Warren Street/NJIT,40.7426187,-74.1810968,36.0,WATCH
520,United States,University of Cincinnati,University of Cincinnati,39.1318613,-84.51576195582436,100.0,OK
521,United States,Michigan Technological University,Michigan Technological University,47.115212,-88.546292,100.0,OK
522,United States,University of Texas at San Antonio,The University of Texas at San Antonio,29.582022,-98.620112,94.0,OK
523,United States,Drexel University,Drexel University,39.9574,-75.19026656335703,100.0,OK
524,United States,University of Nevada,University of Nevada,39.54158,-119.81491,100.0,OK
525,United States,New York University,University,42.9545956,-78.8201959,69.0,WATCH
526,United States,University of Oregon,University of Oregon,44.045695,-123.072004,100.0,OK
527,United States,Stony Brook University,Stony Brook University Hospital,40.90826935,-73.1151875002179,83.0,OK
528,United States,University of Texas at Arlington,University of Texas at Arlington Police Department,32.73049,-97.12439,78.0,WATCH
529,United States,University of Arizona,University of Arizona,32.231037,-110.958738,100.0,OK
530,United States,Tufts University,Tufts University,42.40692,-71.118515,100.0,OK
531,United States,Auburn University,Auburn University Federal Credit Union,32.580502499999994,-85.48885731022398,62.0,WATCH
532,United States,University of Tennessee,"University of Tennessee, Knoxville",35.9516352,-83.93088187962596,81.0,OK
533,United States,Utah State University,Utah State University Roosevelt,40.300559,-109.978592,81.0,OK
534,United States,Univ. of California - Santa Barbara,"University of California, Santa Barbara",34.415485,-119.862189,86.0,OK
535,United States,Portland State University,Station 4 - Portland State University,45.50973155,-122.68290645123588,81.0,OK
536,United States,University of Southern Mississippi,University of Southern Mississippi,31.3286452,-89.3367311705755,100.0,OK
537,United States,University of Louisiana - Lafayette,University of Louisiana at Lafayette,30.21928995,-92.04138303976296,96.0,OK
538,United States,University at Albany - SUNY,,,,,WRONG
539,United States,Boise State University,Sign Shop at Boise State University,43.6040339,-116.2067442,77.0,WATCH
540,United States,University of South Carolina,University of South Carolina - Union,34.716581,-81.619931,88.0,OK
541,United States,University of Wyoming,University of Wyoming,41.3144774,-105.56432285957351,100.0,OK
542,United States,Brown University,University Union,44.5323045,-87.91988816325077,62.0,WATCH
543,United States,University of Oklahoma,University of Oklahoma,35.198026,-97.443389,100.0,OK
544,United States,Case Western Reserve University,Case Western Reserve University,41.50138695,-81.60070216600491,100.0,OK
545,United States,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,42.730079,-73.678343,100.0,OK
546,United States,Cleveland State University,,,,,WRONG
547,United States,Louisiana State University,Louisiana State University Louisiana Emerging Technology Center,30.40743,-91.17142,58.0,WATCH
548,United States,University of Texas at Dallas,,,,,WRONG
549,United States,Syracuse University,State University of New York Upstate Medical University,43.0408184,-76.1391437,38.0,WATCH
550,United States,IUPUI,IUPUI Riverwalk Apartments,39.7737197,-86.1849324,32.0,WATCH
551,United States,Claremont Graduate University,Claremont Graduate University,34.103274,-117.714009,100.0,OK
552,United States,Ohio State University,The Ohio State University,40.00570905,-83.02866465596318,91.0,OK
553,United States,Old Dominion University,Old Dominion University,36.869462,-76.41811,100.0,OK
554,United States,Temple University,Temple University,39.981154,-75.156015,100.0,OK
555,United States,Mississippi State University,Mississippi State University,33.4386876,-88.79432320417112,100.0,OK
556,United States,Kent State University,Kent State University Library,41.14689,-81.342415,84.0,OK
557,United States,University of Massachusetts Lowell,,,,,WRONG
558,United States,University of Texas - El Paso,,,,,WRONG
559,United States,Texas State University,University Camp - Texas State University,29.987967,-98.038672,71.0,WATCH
560,United States,University of Denver,University of Denver,39.67831365,-104.96250921815401,100.0,OK
561,United States,Brandeis University,Brandeis University,42.364996,-71.259784,100.0,OK
562,United States,Oakland University,University Club,40.44419235,-79.95686081759911,61.0,WATCH
563,United States,University of Michigan-Dearborn,,,,,WRONG
564,United States,Lehigh University,Lehigh University,40.606803,-75.378249,100.0,OK
565,United States,University of Missouri - Kansas City,,,,,WRONG
566,United States,Indiana State University,Indiana State University Lake,37.961153,-87.680575,91.0,OK
567,United States,Missouri S&T,University of Missouri,38.93641465,-92.32970301784542,47.0,WATCH
568,United States,Harvard University,Harvard University,42.376471,-71.115332,100.0,OK
569,United States,Naval Postgraduate School,,,,,WRONG
570,United States,University of Nebraska,University of Nebraska College of Law,40.830768,-96.660455,75.0,WATCH
571,United States,University of North Texas,University of North Texas,33.210513,-97.150228,100.0,OK
572,United States,Tulane University,Tulane University,29.940954,-90.119616,100.0,OK
573,United States,Kansas State University,Pittsburg State University Kansas Technology Center,37.3902,-94.68846,49.0,WATCH
574,United States,Ohio University,The Ohio State University,40.00570905,-83.02866465596318,75.0,WATCH
575,United States,TTI Chicago,,,,,WRONG
576,United States,University of Idaho,University of Idaho,46.723796,-117.013552,100.0,OK
577,United States,University of Nebraska - Omaha,,,,,WRONG
578,United States,University of Hawaii at Manoa,University of Hawaiʻi at Manoa,21.297968,-157.817687,98.0,OK
579,United States,Louisiana Tech University,Louisiana Tech University Police,32.525296,-92.651669,88.0,OK
580,United States,Worcester Polytechnic Institute,Worcester Polytechnic Institute,42.273913,-71.809066,100.0,OK
581,United States,Brigham Young University,Brigham Young University Police Department,40.25023,-111.65022,73.0,WATCH
582,United States,University of Massachusetts Boston,University of Massachusetts Police Department,42.397926,-72.514988,78.0,WATCH
583,United States,New Mexico State University,New Mexico State University,32.2729032,-106.74349267153694,100.0,OK
584,United States,Colorado School of Mines,,,,,WRONG
585,United States,Baylor University,Baylor University,31.55043405,-97.1102905567766,100.0,OK
586,United States,Illinois Institute of Technology,Illinois Institute of Technology,41.834111,-87.628307,100.0,OK
587,United States,Montana State University,Montana State University - Northern,48.541648,-109.682872,81.0,OK
588,United States,University of Colorado - Denver,,,,,WRONG
589,United States,University of Tulsa,,,,,WRONG
590,United States,Missouri University of Technology,Missouri University of Science and Technology,37.952962,-91.778002,85.0,OK
591,United States,University of Miami,University of Miami School of Law Library,25.720568,-80.2800543,63.0,WATCH
592,United States,University of Mississippi,University of Mississippi,34.3646125,-89.53963491020966,100.0,OK
593,United States,Nova Southeastern University,Nova Southeastern University,26.078176,-80.247413,100.0,OK
594,United States,University of Georgia,University of Georgia,33.943878,-83.373917,100.0,OK
595,United States,University of Missouri,University of Missouri,39.039339,-94.572475,100.0,OK
596,United States,University of Arkansas - Little Rock,University of Arkansas Cammack Campus,34.775925,-92.342097,68.0,WATCH
597,United States,LIU Post,Calvin University,42.9320314,-85.58036402193719,24.0,WATCH
598,United States,UNC - Greensboro,,,,,WRONG
599,United States,University of New Hampshire,University of New Hampshire,43.136941,-70.93215,100.0,OK
600,United States,Southern Methodist University,Southern Methodist University,32.841801149999995,-96.78152810147064,100.0,OK
601,United States,University of Alabama - Huntsville,University of Alabama in Huntsville,34.725106,-86.640553,96.0,OK
602,United States,Florida Institute of Technology,,,,,WRONG
603,United States,North Dakota State University,,,,,WRONG
604,United States,University of Memphis,,,,,WRONG
605,United States,Boston College,Boston College,42.336281,-71.170077,100.0,OK
606,United States,University of Maine,University of Portland,45.573675800000004,-122.72903845392204,78.0,WATCH
607,United States, Wichita State University,Wichita State University - Wallace Hall,37.718,-97.292,75.0,WATCH
608,United States,Simmons University,Simmons University,42.342193,-71.104713,100.0,OK
